7.338630000000000000e+05,3.000000000000000000e+00,3.000000000000000000e+00
7.338640000000000000e+05,4.000000000000000000e+00,4.000000000000000000e+00
7.338650000000000000e+05,4.000000000000000000e+00,5.000000000000000000e+00
7.338660000000000000e+05,4.000000000000000000e+00,6.000000000000000000e+00
7.338670000000000000e+05,4.000000000000000000e+00,7.000000000000000000e+00
7.338680000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.338690000000000000e+05,4.000000000000000000e+00,2.000000000000000000e+00
7.338700000000000000e+05,4.000000000000000000e+00,3.000000000000000000e+00
7.338710000000000000e+05,4.000000000000000000e+00,4.000000000000000000e+00
7.338720000000000000e+05,4.000000000000000000e+00,5.000000000000000000e+00
7.338730000000000000e+05,4.000000000000000000e+00,6.000000000000000000e+00
7.338740000000000000e+05,4.000000000000000000e+00,7.000000000000000000e+00
7.338750000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.338760000000000000e+05,4.000000000000000000e+00,2.000000000000000000e+00
7.338770000000000000e+05,4.000000000000000000e+00,3.000000000000000000e+00
7.338780000000000000e+05,4.000000000000000000e+00,4.000000000000000000e+00
7.338790000000000000e+05,4.000000000000000000e+00,5.000000000000000000e+00
7.338800000000000000e+05,4.000000000000000000e+00,6.000000000000000000e+00
7.338810000000000000e+05,4.000000000000000000e+00,7.000000000000000000e+00
7.338820000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.338830000000000000e+05,4.000000000000000000e+00,2.000000000000000000e+00
7.338840000000000000e+05,4.000000000000000000e+00,3.000000000000000000e+00
7.338850000000000000e+05,4.000000000000000000e+00,4.000000000000000000e+00
7.338860000000000000e+05,4.000000000000000000e+00,5.000000000000000000e+00
7.338870000000000000e+05,4.000000000000000000e+00,6.000000000000000000e+00
7.338880000000000000e+05,4.000000000000000000e+00,7.000000000000000000e+00
7.338890000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.338900000000000000e+05,4.000000000000000000e+00,2.000000000000000000e+00
7.338910000000000000e+05,4.000000000000000000e+00,3.000000000000000000e+00
7.338920000000000000e+05,4.000000000000000000e+00,4.000000000000000000e+00
7.338930000000000000e+05,4.000000000000000000e+00,5.000000000000000000e+00
7.338940000000000000e+05,5.000000000000000000e+00,6.000000000000000000e+00
7.338950000000000000e+05,5.000000000000000000e+00,7.000000000000000000e+00
7.338960000000000000e+05,5.000000000000000000e+00,1.000000000000000000e+00
7.338970000000000000e+05,5.000000000000000000e+00,2.000000000000000000e+00
7.338980000000000000e+05,5.000000000000000000e+00,3.000000000000000000e+00
7.338990000000000000e+05,5.000000000000000000e+00,4.000000000000000000e+00
7.339000000000000000e+05,5.000000000000000000e+00,5.000000000000000000e+00
7.339010000000000000e+05,5.000000000000000000e+00,6.000000000000000000e+00
7.339020000000000000e+05,5.000000000000000000e+00,7.000000000000000000e+00
7.339030000000000000e+05,5.000000000000000000e+00,1.000000000000000000e+00
7.339040000000000000e+05,5.000000000000000000e+00,2.000000000000000000e+00
7.339050000000000000e+05,5.000000000000000000e+00,3.000000000000000000e+00
7.339060000000000000e+05,5.000000000000000000e+00,4.000000000000000000e+00
7.339070000000000000e+05,5.000000000000000000e+00,5.000000000000000000e+00
