7.337760000000000000e+05,1.000000000000000000e+00,7.000000000000000000e+00
7.337770000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+00
7.337780000000000000e+05,1.000000000000000000e+00,2.000000000000000000e+00
7.337790000000000000e+05,1.000000000000000000e+00,3.000000000000000000e+00
7.337800000000000000e+05,1.000000000000000000e+00,4.000000000000000000e+00
7.337810000000000000e+05,1.000000000000000000e+00,5.000000000000000000e+00
7.337820000000000000e+05,1.000000000000000000e+00,6.000000000000000000e+00
7.337830000000000000e+05,1.000000000000000000e+00,7.000000000000000000e+00
7.337840000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+00
7.337850000000000000e+05,1.000000000000000000e+00,2.000000000000000000e+00
7.337860000000000000e+05,1.000000000000000000e+00,3.000000000000000000e+00
7.337870000000000000e+05,1.000000000000000000e+00,4.000000000000000000e+00
7.337880000000000000e+05,1.000000000000000000e+00,5.000000000000000000e+00
7.337890000000000000e+05,1.000000000000000000e+00,6.000000000000000000e+00
7.337900000000000000e+05,1.000000000000000000e+00,7.000000000000000000e+00
7.337910000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+00
7.337920000000000000e+05,1.000000000000000000e+00,2.000000000000000000e+00
7.337930000000000000e+05,1.000000000000000000e+00,3.000000000000000000e+00
7.337940000000000000e+05,1.000000000000000000e+00,4.000000000000000000e+00
7.337950000000000000e+05,1.000000000000000000e+00,5.000000000000000000e+00
7.337960000000000000e+05,1.000000000000000000e+00,6.000000000000000000e+00
7.337970000000000000e+05,1.000000000000000000e+00,7.000000000000000000e+00
7.337980000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+00
7.337990000000000000e+05,1.000000000000000000e+00,2.000000000000000000e+00
7.338000000000000000e+05,1.000000000000000000e+00,3.000000000000000000e+00
7.338010000000000000e+05,1.000000000000000000e+00,4.000000000000000000e+00
7.338020000000000000e+05,1.000000000000000000e+00,5.000000000000000000e+00
7.338030000000000000e+05,1.000000000000000000e+00,6.000000000000000000e+00
7.338040000000000000e+05,1.000000000000000000e+00,7.000000000000000000e+00
7.338050000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00
7.338060000000000000e+05,2.000000000000000000e+00,2.000000000000000000e+00
7.338070000000000000e+05,2.000000000000000000e+00,3.000000000000000000e+00
7.338080000000000000e+05,2.000000000000000000e+00,4.000000000000000000e+00
7.338090000000000000e+05,2.000000000000000000e+00,5.000000000000000000e+00
7.338100000000000000e+05,2.000000000000000000e+00,6.000000000000000000e+00
7.338110000000000000e+05,2.000000000000000000e+00,7.000000000000000000e+00
7.338120000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00
7.338130000000000000e+05,2.000000000000000000e+00,2.000000000000000000e+00
7.338140000000000000e+05,2.000000000000000000e+00,3.000000000000000000e+00
7.338150000000000000e+05,2.000000000000000000e+00,4.000000000000000000e+00
7.338160000000000000e+05,2.000000000000000000e+00,5.000000000000000000e+00
7.338170000000000000e+05,2.000000000000000000e+00,6.000000000000000000e+00
7.338180000000000000e+05,2.000000000000000000e+00,7.000000000000000000e+00
7.338190000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00
