7.336600000000000000e+05,9.000000000000000000e+00,3.000000000000000000e+00
7.336610000000000000e+05,9.000000000000000000e+00,4.000000000000000000e+00
7.336620000000000000e+05,9.000000000000000000e+00,5.000000000000000000e+00
7.336630000000000000e+05,9.000000000000000000e+00,6.000000000000000000e+00
7.336640000000000000e+05,9.000000000000000000e+00,7.000000000000000000e+00
7.336650000000000000e+05,9.000000000000000000e+00,1.000000000000000000e+00
7.336660000000000000e+05,9.000000000000000000e+00,2.000000000000000000e+00
7.336670000000000000e+05,9.000000000000000000e+00,3.000000000000000000e+00
7.336680000000000000e+05,9.000000000000000000e+00,4.000000000000000000e+00
7.336690000000000000e+05,9.000000000000000000e+00,5.000000000000000000e+00
7.336700000000000000e+05,9.000000000000000000e+00,6.000000000000000000e+00
7.336710000000000000e+05,9.000000000000000000e+00,7.000000000000000000e+00
7.336720000000000000e+05,9.000000000000000000e+00,1.000000000000000000e+00
7.336730000000000000e+05,9.000000000000000000e+00,2.000000000000000000e+00
7.336740000000000000e+05,9.000000000000000000e+00,3.000000000000000000e+00
7.336750000000000000e+05,9.000000000000000000e+00,4.000000000000000000e+00
7.336760000000000000e+05,9.000000000000000000e+00,5.000000000000000000e+00
7.336770000000000000e+05,9.000000000000000000e+00,6.000000000000000000e+00
7.336780000000000000e+05,9.000000000000000000e+00,7.000000000000000000e+00
7.336790000000000000e+05,9.000000000000000000e+00,1.000000000000000000e+00
7.336800000000000000e+05,9.000000000000000000e+00,2.000000000000000000e+00
7.336810000000000000e+05,9.000000000000000000e+00,3.000000000000000000e+00
7.336820000000000000e+05,1.000000000000000000e+01,4.000000000000000000e+00
7.336830000000000000e+05,1.000000000000000000e+01,5.000000000000000000e+00
7.336840000000000000e+05,1.000000000000000000e+01,6.000000000000000000e+00
7.336850000000000000e+05,1.000000000000000000e+01,7.000000000000000000e+00
7.336860000000000000e+05,1.000000000000000000e+01,1.000000000000000000e+00
7.336870000000000000e+05,1.000000000000000000e+01,2.000000000000000000e+00
7.336880000000000000e+05,1.000000000000000000e+01,3.000000000000000000e+00
7.336890000000000000e+05,1.000000000000000000e+01,4.000000000000000000e+00
7.336900000000000000e+05,1.000000000000000000e+01,5.000000000000000000e+00
7.336910000000000000e+05,1.000000000000000000e+01,6.000000000000000000e+00
7.336920000000000000e+05,1.000000000000000000e+01,7.000000000000000000e+00
7.336930000000000000e+05,1.000000000000000000e+01,1.000000000000000000e+00
7.336940000000000000e+05,1.000000000000000000e+01,2.000000000000000000e+00
7.336950000000000000e+05,1.000000000000000000e+01,3.000000000000000000e+00
