Node,X,Y
1332,416.7419374,61.8099487
1333,395.354,77.374
1334,401.512,95.343
1335,405.357,90.403
1336,411.531,79.87
1337,422,75.437
1338,421.963,66.177
1339,417.511,60.872
1340,395.323,77.266
1341,401.975,95.658
1342,410,91.437
1343,413.15,81.179
1344,410.88,80.602
1345,424.605,68.352
1346,418.168,60.067
1347,395.308,77.173
1348,402.149,95.745
1349,416,82.437
1350,410.819,80.724
1351,424.856,68.548
1352,418.703,59.569
1353,395.308,77.088
1354,402.29,95.785
1355,410.758,80.859
1356,424.949,68.641
1357,419.46,59.04
1358,395.315,77.018
1359,402.397,95.792
1360,410.744,80.988
1361,425.005,68.715
1362,419.953,58.737
1363,395.339,76.94
1364,402.451,95.785
1365,410.772,81.123
1366,425.024,68.808
1367,420.748,58.34
1368,395.385,76.863
1369,402.511,95.732
1370,410.86,81.299
1371,425.024,68.92
1372,421.599,58.094
1373,395.689,76.48
1374,402.592,95.625
1375,411.022,81.475
1376,425.005,69.06
1377,422.584,57.961
1378,397.980001,73.594
1379,394.282,76.592
1380,402.907,95.116
1381,412.152,82.435
1382,424.968,69.181
1383,423.303,57.942
1384,400.208,70.857
1385,385.776,78.254
1386,393.360001,77.719
1387,405,94.437
1388,413,87.437
1389,424.912,69.264
1390,424.155,58.037
1391,400.3067279,70.73478022
1392,382.655,78.795
1393,388.454,83.826
1394,424.791,69.386
1395,425.366,58.321
1396,397.051,68.309
1397,402.116,68.495
1398,382.344,78.88
1399,388.096,84.268
1400,424.344,69.786
1401,426.237,58.624
1402,396.746,68.096
1403,403.015,67.436
1404,382.119,78.88
1405,387.933,84.455
1406,424,73.437
1407,427.013,59.059
1408,396.563,67.99
1409,405.607,64.143
1410,402.753,67.162
1411,381.893,78.823
1412,387.791,84.543
1413,427.732001,59.55
1414,396.433,67.929
1415,409.398,59.533
1416,402.69,67.091
1417,381.074,78.287
1418,387.539,84.664
1419,428.549,60.205
1420,396.212,67.852
1421,410.197,58.573
1422,402.654,67.035
1423,380.905,78.118
1424,384.659,86.046
1425,429.91,61.311
1426,429.91,61.311
1427,395.473,67.609
1428,410.398,58.325
1429,402.626,66.957
1430,380.792,77.92
1431,383.587,86.413
1432,434.433,65.123
1433,434.433,65.123
1434,394.642,67.365
1435,410.491,58.186
1436,402.619,66.886
1437,380.764,77.695
1438,383.22,86.526
1439,440.846,70.496
1440,440.846,70.496
1441,394.177,67.22
1442,410.553,58.062
1443,402.619,66.808
1444,380.82,77.441
1445,382.542,86.554
1446,445.463,74.333
1447,445.463,74.333
1448,393.751,67.053
1449,410.584,57.954
1450,402.633,66.73
1451,381.441,76.792
1452,381.949,86.582
1453,446.827,75.54
1454,446.827,75.54
1455,393.364,66.851
1456,410.6,57.783
1457,402.654,66.68
1458,381,72.437
1459,381.3,86.413
1460,450.865,79.111
1461,450.865,79.111
1462,444.305,78.228
1463,392.762,66.462
1464,410.584,57.629
1465,402.683,66.652
1466,380.764,86.074
1467,455.351,83.079
1468,455.351,83.079
1469,451.469,78.467
1470,443.915,78.599
1471,392.366,66.158
1472,410.538,57.489
1473,402.718,66.617
1474,378.2225005,84.128
1475,457.015,84.51
1476,457.015,84.51
1477,443.693,78.791
1478,392.122,65.906
1479,410.476,57.335
1480,402.775,66.588
1481,378.138,83.958
1482,460.535,87.538
1483,460.535,87.538
1484,450.033,92.051
1485,443.52,78.889
1486,392.015,65.777
1487,410.352,57.211
1488,402.881,66.553
1489,378.11,83.789
1490,465.625,91.825
1491,465.625,91.825
1492,449.663,92.495
1493,452.49,95.299
1494,443.242,79.007
1495,391.962,65.685
1496,410.073,56.948
1497,403.016,66.517
1498,378.166,83.563
1499,468.879,94.255
1500,468.879,94.255
1501,449.507,92.683
1502,451,97.437
1503,442.804,79.142
1504,391.939,65.617
1505,403.237,51.573
1506,403.108001,66.489
1507,378.336,83.309
1508,469.421,94.697
1509,469.421,94.697
1510,449.384,92.757
1511,442.501,79.26
1512,391.924,65.518
1513,399.695,55.865
1514,402.185,50.748
1515,403.186,66.454
1516,470.883,95.888
1517,470.883,95.888
1518,466.167,98.132
1519,449.253,92.774
1520,442.316,79.383
1521,391.932,65.442
1522,395,54.437
1523,401.619,50.301
1524,403.242,66.418
1525,472.003,96.708
1526,472.003,96.708
1527,464.209,100.128
1528,449.138,92.749
1529,442.18,79.494
1530,392.076,64.916
1531,401.548,50.22
1532,403.278,66.369
1533,473.567,97.769
1534,473.567,97.769
1535,462.742999,101.789
1536,449.023,92.708
1537,441.784,79.894
1538,390.886999,66.427
1539,391,59.437
1540,401.494,50.158
1541,403.292,66.305
1542,474.709,98.465
1543,474.709,98.465
1544,462.138,102.476
1545,448.735,92.478
1546,438.688,83.232
1547,389.523,68.054
1548,401.467,50.086
1549,403.278,66.22
1550,478,100.242
1551,478,100.242
1552,461.926,102.671
1553,464.781,105.191
1554,448.464,92.224
1555,438.538,83.402
1556,384,66.437
1557,401.449,50.006
1558,403.242,66.17
1559,480.403,101.491
1560,480.403,101.491
1561,461.831,102.718
1562,463,107.437
1563,445,92.437
1564,438.458,83.562
1565,401.458,49.934
1566,403.157,66.085
1567,480.936,101.768
1568,480.936,101.768
1569,478.104,104.577
1570,461.676,102.748
1571,438.428,83.762
1572,401.476,49.862
1573,481.064,101.83
1574,481.064,101.83
1575,477.836,104.983
1576,461.581,102.748
1577,438.428,83.942
1578,401.701,49.552
1579,484.536,103.507
1580,484.536,103.507
1581,480.888,102.097
1582,477.662,105.297
1583,461.467,102.736
1584,438.458,84.147
1585,397.991,46.615
1586,402.202,48.895
1587,486.985,104.649
1588,486.985,104.649
1589,480.812,102.185
1590,477.534,105.622
1591,461.378,102.689
1592,438.553,84.337
1593,397.777,46.446
1594,404.646,45.794
1595,491.98,106.738
1596,487.5776428,104.896854
1597,480.745,102.244
1598,476.572,108.759
1599,460.854,102.29
1600,438.713,84.536
1601,397.657,46.38
1602,397.518,40.03
1603,407.545,42.168
1604,496.465,108.526
1605,496.465,108.526
1606,487.5776428,104.896854
1607,483.172,115.697
1608,483.172,115.697
1609,480.64,102.278
1610,476.096,110.21
1611,456,102.437
1612,438.838,84.636
1613,397.547,46.347
1614,396,35.437
1615,410.419,38.775
1616,495.023,112.182
1617,499.375,109.62
1618,499.375,109.62
1619,483,118.437
1620,480.577,102.269
1621,475.794,110.86
1622,439.418,85.006
1623,397.454,46.336
1624,409.171,37.723
1625,411.232,37.824
1626,493.125,117.188
1627,480.509,102.231
1628,475.562,111.278
1629,441,87.437
1630,397.307,46.336
1631,408.888,37.44
1632,411.414,37.601
1633,492.565,118.655
1634,480.467,102.181
1635,475.132,111.869
1636,396.959,46.378
1637,408.726,37.218
1638,411.515,37.5
1639,489,122.437
1640,480.45,102.114
1641,474.226,112.972
1642,396.718,46.405
1643,408.524,36.895
1644,411.636,37.4
1645,480.459,102.046
1646,473.947,113.251
1647,396.412,46.443
1648,408.12,36.087
1649,411.798,37.319
1650,480.492,101.958
1651,473.866,113.332
1652,396.225,46.454
1653,407.797,35.481
1654,411.98,37.299
1655,480.551,101.849
1656,473.773,113.367
1657,474.307,113.622
1658,396.056,46.46
1659,407.534,35.077
1660,412.182,37.319
1661,480.787,101.571
1662,473.68,113.367
1663,474.923,113.947
1664,395.771,46.449
1665,407.231,34.673
1666,412.444,37.455
1667,480.989,101.407
1668,473.587,113.344
1669,477.478,115.305
1670,395.492,46.421
1671,406.948,34.37
1672,412.74,37.077
1673,413.091,37.945
1674,481.166,101.31
1675,473.018,112.949
1676,477,116.437
1677,395.361,46.4
1678,406.443,33.905
1679,412.919,36.851
1680,416.951,41.338
1681,481.528,101.134
1682,468,112.437
1683,395.218,46.372
1684,404.785,32.431
1685,413.062,36.625
1686,419.739,43.738
1687,395.087,46.323
1688,400,30.437
1689,413.169,36.387
1690,425.131,37.634
1691,427.702,50.621
1692,394.934,46.252
1693,413.216,36.197
1694,424.548,37.144
1695,426.539,36.041
1696,434.039,43.568
1697,429.352,52.062
1698,394.699,46.121
1699,413.24,35.887
1700,424.379,36.976
1701,430,33.437
1702,436,38.437
1703,431.148,53.654
1704,394.124,45.661
1705,413.204,35.364
1706,424.285,36.855
1707,435.941,57.79
1708,431.182,53.548
1709,393.396,45.005
1710,412.585,31.485
1711,424.231,36.78
1712,441.592001,62.725
1713,438.513,54.799
1714,431.201,53.445
1715,393.33,44.939
1716,412.095,28.3
1717,424.197,36.693
1718,447.503,67.727
1719,438.779,54.471
1720,431.201,53.348
1721,393.287,44.879
1722,411.96,27.288
1723,424.177,36.612
1724,449.999,69.814
1725,453.597,60.639
1726,438.872999,54.34
1727,431.188,53.239
1728,393.259,44.813
1729,411.892,26.361
1730,424.177,36.518
1731,453.383,72.659
1732,454.383,59.662
1733,438.956,54.191
1734,431.156,53.155
1735,393.248,44.737
1736,411.876,25.855
1737,424.191,36.444
1738,457.344,75.991
1739,454.79,59.144
1740,439.012,54.061
1741,431.072,53.046
1742,393.248,44.666
1743,411.892,25.451
1744,424.231,36.363
1745,460.519,78.673
1746,452.176,56.471
1747,454.869,59.051
1748,439.068,53.903
1749,430.95,52.936
1750,393.259,44.6
1751,411.96,25.113
1752,424.285,36.282
1753,461.708,79.657
1754,464.441,74.235
1755,452,53.437
1756,454.938,58.996
1757,439.106,53.744
1758,430.847,52.866
1759,393.303,44.518
1760,412.078,24.726
1761,424.393,36.141
1762,463.271,81.101
1763,467.72,70.526
1764,455.007,58.968
1765,439.134,53.521
1766,430.737,52.814
1767,393.369,44.425
1768,412.23,24.389
1769,425.215,35.097
1770,467.319,84.42
1771,465.194,67.96
1772,467.83,70.456
1773,455.132,58.954
1774,439.161,53.213
1775,430.66,52.795
1776,393.708,44.004
1777,412.5,23.883
1778,427,31.437
1779,470.29,87.449
1780,465,64.437
1781,467.951,70.426
1782,455.299,59.01
1783,439.189,52.887
1784,430.563,52.795
1785,393,39.437
1786,413.112,22.9
1787,472.762,89.658
1788,468.082,70.396
1789,455.41,59.079
1790,439.227,52.673
1791,430.473,52.814
1792,413.444,22.803
1793,411.179,23.618
1794,475.243,91.338
1795,468.202,70.396
1796,455.576,59.218
1797,439.283,52.459
1798,430.39,52.853
1799,413.734,22.72
1800,408.1,24.804
1801,475.444,91.381
1802,477.626,92.814
1803,468.333,70.416
1804,456.687,60.23
1805,439.311,52.357
1806,430.306,52.943
1807,413.982,22.693
1808,405.462,25.798
1809,475.65,91.387
1810,480.25,94.417
1811,480.25,94.417
1812,468.413,70.446
1813,460,60.437
1814,439.366,52.198
1815,430.035,53.265
1816,414.176,22.693
1817,404,26.437
1818,475.854,91.355
1819,482.557,95.568
1820,482.557,95.568
1821,468.524,70.516
1822,439.441,52.059
1823,429.694,53.612
1824,414.369,22.734
1825,476.048,91.288
1826,484.983,96.908
1827,484.983,96.908
1828,469.359,71.2
1829,439.581,51.882
1830,429.333,53.953
1831,414.535,22.776
1832,476.227,91.186
1833,486.996,97.969
1834,486.996,97.969
1835,473,70.437
1836,441.1,50.047
1837,414.645,22.831
1838,476.385,91.054
1839,489.28,98.836
1840,489.28,98.836
1841,441.732,49.334
1842,414.77,22.9
1843,476.516,90.895
1844,491.255,94.451
1845,492.615,100.247
1846,492.615,100.247
1847,442.053,48.972
1848,414.935,23.038
1849,476.5735,90.8125
1850,491.582,93.828
1851,496.67,101.86
1852,496.67,101.86
1853,442.134,48.902
1854,415.184,23.286
1855,477.602,88.8
1856,492.27,91.969
1857,503.001,104.507
1858,503.001,104.507
1859,442.204,48.855
1860,418.000001,23.437
1861,422,26.437
1862,478.411,87.573
1863,493.257,89.861
1864,505.607,105.5
1865,505.607,105.5
1866,442.285,48.815
1867,478.997,86.429
1868,493.471,89.648
1869,507.304,105.872
1870,507.304,105.872
1871,442.355,48.797
1872,479.556,85.202
1873,493.765,89.408
1874,492.777,89.167
1875,508.504,105.872
1876,508.504,105.872
1877,442.425,48.792
1878,480.762,83.241
1879,494.112,89.354
1880,491.149,88.047
1881,509.496,105.676
1882,509.496,105.676
1883,442.495,48.792
1884,481.075,82.771
1885,494.646,89.354
1886,492,83.437
1887,442.564,48.797
1888,481.421,82.253
1889,479.316,80.149
1890,495.286,89.568
1891,443.756,49.128
1892,481.97,81.39
1893,477.811,77.934
1894,497.609,90.795
1895,439.377,45.287
1896,447,49.437
1897,482.113,81.247
1898,478,73.437
1899,501,87.437
1900,439,41.437
1901,482.257,81.155
1902,482.401,81.155
1903,482.584,81.195
1904,482.885,81.351
1905,483.355,81.704
1906,488,80.437
21,359.781,163.302
22,358.549,163.601
23,358.402,163.599
24,358.298,163.549
25,358.234,163.483
26,358.188,163.385
27,355.364,152.855
28,355.148,152.518
29,354.909,152.34
210,354.566,152.193
211,354.172,152.171
212,353.815,152.208
213,353.391,152.318
214,346.231,153.991
215,335.252,156.649
216,331.722,157.462
217,332.005999,157.316
218,327.901,158.343
219,332.081,157.266
220,321.558,159.919
221,332.119,157.178
222,321.452,159.907
223,332.132,157.103
224,321.251,159.907
225,332.132,156.965
226,321.101,159.895
227,332.094,156.676
228,320.925,159.845
229,331.618,150.786
230,320.724,159.744
231,331.653,150.172
232,320.561,159.656
233,320.36,159.43
234,320.184,159.217
235,320.059,158.954
236,320.033,158.891
237,319.946,158.753
238,319.879,158.361
239,319.124,150.455
240,319.001,148.617
241,319.522,148.575
242,318.73,146.284
243,318.605,145.846
244,318.459,145.492
245,318.229,145.138
246,317.896,144.784
247,317.312,144.367
248,316.896,144.013
249,316.562,143.68
250,316.354,143.451
251,316.166,143.201
252,316.041,142.868
253,315.951,142.221
254,315.822,136.62
255,315.805,136.457
256,315.691,136.262
257,315.496,136.131
258,315.349,136.001
259,315.088,135.887
260,314.795,135.789
261,314.453,135.724
262,314.11,135.659
263,313.866,135.643
264,313.54,135.643
265,312.939,135.644
266,313.383,135.48
267,308.659,135.644
268,314.003,135.113
269,308.659,135.002
270,302.667,135.894
271,314.968,134.654
272,302.596,135.216
273,300.063,135.894
274,315.657,134.149
275,300.028,135.252
276,293.643,136.072
277,316.277,133.644
278,293.536,135.466
279,292.93,136.108
280,316.668,133.23
281,292.894,135.537
282,288.869,136.084
283,316.92,132.909
284,288.466,136.099
285,317.104,132.564
286,287.455,136.13
287,317.219,132.22
288,287.455,135.555
289,282.482,136.286
290,317.265,131.256
291,282.478,135.679
292,278.28,136.398
293,317.449,131.095
294,317.334,130.199
295,278.24,135.834
296,272.839,136.493
297,317.655,131.003
298,317.419,124.708
299,272.839,135.959
2100,270.348,136.522
2101,317.793,131.003
2102,316.443,124.714
2103,317.3986807,120.7340016
2104,266.354,136.639
2105,270.35,136.394
2106,317.954,131.049
2107,316.223,124.665
2108,317.18,119.309
2109,317.3669695,114.5320002
2110,260.081,136.682
2111,270.381,136.254
2112,318.023,131.141
2113,316.028,124.592
2114,317.153,119.198
2115,336,114.437
2116,317.348,110.822
2117,253.268001,136.785
2118,270.49,136.13
2119,318.069,131.302
2120,315.882,124.47
2121,317.106,119.095
2122,317.641,107.256
2123,253.023,136.788
2124,270.677,136.114
2125,318.092,131.876
2126,315.809,124.324
2127,317.041,119.001
2128,317.774,105.207
2129,252.837,136.748
2130,270.864,136.13
2131,315.76,124.08
2132,316.96,118.921
2133,318.097,102.957
2134,252.73,136.682
2135,271.004,136.208
2136,315.735,123.361
2137,316.865,118.857
2138,319.321,95.373
2139,252.596999,136.562
2140,271.066,136.285
2141,316.761,118.812
2142,319.615,93.856
2143,252.428,136.29
2144,271.112,136.379
2145,316.65,118.787
2146,319.641,93.537
2147,253.51,135.761
2148,252.188,136.386
2149,271.139,137.509
2150,316.536,118.782
2151,319.508,93.298
2152,254.256,135.257
2153,251.033,136.699
2154,271.206,142.582
2155,319.375,93.085
2156,255.025,134.584
2157,249.951,136.795
2158,271.22,142.935
2159,319.189,92.925
2160,255.602,134.007
2161,247.09,136.915
2162,271.09,143.142
2163,318.896,92.792
2164,255.963,133.43
2165,240.51,137.22
2166,270.987,143.272
2167,318.52,92.667
2168,256.299,132.661
2169,240.177,129.856
2170,238.385,137.335
2171,270.727,143.427
2172,315.737001,92.011
2173,256.564,131.796
2174,240.151,129.373
2175,237.99,130.136
2176,228.205,137.879
2177,270.338,143.557
2178,306.122,89.453
2179,256.612,131.219
2180,240.202,128.992
2181,233,124.437
2182,228.141,137.611
2183,225.205,137.917
2184,269.534,143.661
2185,293.223,86.063
2186,256.492,124.225
2187,240.329,128.84
2188,228.039,137.428
2189,224.968,130.475
2190,221.188,138.162
2191,268.055,143.764
2192,288.63,85.497
2193,256.42,122.577
2194,240.609,128.662
2195,227.876,137.326
2196,226,125.437
2197,220.9,130.394
2198,215.414,138.42
2199,266.42,143.842
2200,284.623,84.48
2201,256.285,119.665
2202,240.94,128.585
2203,227.469,137.265
2204,220.798,129.824
2205,213.489,138.339
2206,266.472,144.335
2207,264.838,143.842
2208,284.312,84.439
2209,248.445,120.004
2210,255.74,107.047
2211,242.72,128.535
2212,227.225,137.367
2213,220.737,129.601
2214,212.26,138.093
2215,266.602,144.568
2216,264.785999,144.024
2217,262.924,143.893
2218,284.061,84.453
2219,244,117.437
2220,248.011,107.31
2221,255.626,103.698
2222,243,123.437
2223,243,123.437
2224,227.063,137.509
2225,220.635,129.479
2226,210.949,137.561
2227,266.836,144.828
2228,264.578,144.179
2229,263.203,151.621
2230,260.122,143.966
2231,283.732,84.478
2232,244,108.437
2233,255.42,103.636
2234,255.513,100.061
2235,226.961,137.692
2236,220.472,129.377
2237,210.048,137.029
2238,270.727,149.651
2239,264.319,144.257
2240,261,156.437
2241,248.943,144.276
2242,283.474,84.614
2243,255.228,103.532
2244,253.038,100.137
2245,255.33,93.77
2246,226.92,138.017
2247,220.269,129.316
2248,209.434,136.619
2249,270.883,149.988
2250,264.06,144.205
2251,249.13,150.992
2252,244.66,144.328
2253,283.153,84.788
2254,255.053999,103.288
2255,252.812,100.155
2256,226.839,139.359
2257,220.066,129.255
2258,208.696,135.841
2259,270.987,150.377
2260,263.93,144.127
2261,249.178,152.127
2262,250.337,150.992
2263,236.517,144.37
2264,282.826,85.069
2265,255.002,102.993
2266,252.499,100.068
2267,219.313,129.296
2268,208.164,135.268
2269,270.961,150.843
2270,263.8,143.92
2271,247,156.437
2272,250.627,150.992
2273,236.771,152.595
2274,228.889,144.607
2275,282.313,85.444
2276,254.967,102.836
2277,252.151,99.859
2278,217,125.437
2279,217,125.437
2280,207.672,134.572
2281,271.09,153.281
2282,263.774,143.609
2283,250.917,151.016
2284,240,156.437
2285,229.393,154.294
2286,222.649,144.824
2287,281.874,85.792
2288,255.037,102.628
2289,251.143,99.129
2290,207.345,134.081
2291,271.064,153.566
2292,263.852,142.442
2293,251.038,151.089
2294,229.45,154.603
2295,217.578,144.986
2296,281.29,86.075
2297,255.211,102.35
2298,250.917,98.973
2299,207.058,133.426
2300,270.987,153.825
2301,251.135,151.185
2302,229.528,154.873
2303,214.531,145.134
2304,280.945,86.216
2305,255.42,102.141
2306,250.708,98.886
2307,206.689,132.443
2308,270.830999,153.981
2309,251.207,151.982
2310,229.624,155.047
2311,213.379,145.348
2312,280.501,86.305
2313,255.733,101.985
2314,250.36,98.851
2315,206.484,131.625
2316,270.701,154.033
2317,253,156.437
2318,229.798,155.22
2319,213.686,153.274
2320,212.525,145.507
2321,280.087001,86.285
2322,246.465,98.903
2323,206.361,130.765
2324,270.208001,154.059
2325,230.01,155.317
2326,218,156.437
2327,218,156.437
2328,211.918,145.811
2329,279.522,86.251
2330,246.309,98.938
2331,206.313,129.942
2332,265,156.437
2333,230.203,155.336
2334,210.716,146.436
2335,277.400001,85.734
2336,246.1,98.99
2337,200.135,130.069
2338,206.321,128.923
2339,230.57,155.355
2340,210.025,146.926
2341,264.985,82.912
2342,245.996,99.147
2343,199.603,130.151
2344,206.122,121.481
2345,233,156.437
2346,209.141,147.787
2347,264.633,82.661
2348,245.943,99.355
2349,199.193,130.356
2350,212.938,121.299
2351,205.871,108.36
2352,208.71,148.435
2353,264.459,82.254
2354,245.943,99.877
2355,198.907,130.642
2356,217,117.437
2357,212.611,108.124
2358,205.781,105.352
2359,208.425,149.026
2360,264.522,81.715
2361,245,100.437
2362,245,100.437
2363,198.579,130.929
2364,217,111.437
2365,205.956,105.445
2366,205.73,102.483
2367,208.031,150.206
2368,266.293,74.262
2369,198.292,131.502
2370,206.05,105.539
2371,207.861,102.459
2372,205.697,101.049
2373,207.701,152.188
2374,266.363,74.027
2375,198.169,132.034
2376,206.073,105.75
2377,208.378001,102.436
2378,207.75,154.67
2379,266.386,73.976
2380,198.128,132.771
2381,206.026,105.915
2382,208.637,102.412
2383,207.85,158.088
2384,266.425,73.915
2385,198.402,140.198
2386,205.956,106.079
2387,208.872,102.342
2388,207.959,160.915
